      0.0860947       0.372646       0.169396
       0.138232       0.280176       0.279362
       0.150868       0.351186       0.414516
       0.201592       0.259919       0.526648
       0.213759       0.331349       0.661682
       0.263367       0.239688       0.774003
       0.275359       0.310332       0.909412
       0.324566       0.216961           1.02
       0.487838       0.482781       0.213347
        0.53997        0.39037       0.323366
       0.552519       0.461399       0.458517
       0.603243       0.370149        0.57066
       0.615416       0.441582       0.705691
       0.665057       0.349891        0.81797
       0.677204       0.420498       0.953384
       0.726429       0.327062        1.06391
       0.889783       0.592911       0.257384
       0.941891       0.500431       0.367356
       0.954492       0.571445       0.502511
        1.00523       0.480201       0.614652
        1.01742       0.551654        0.74967
        1.06704       0.459975        0.86197
        1.07915       0.530613       0.997369
        1.12831       0.437214        1.10795
        1.29155       0.702942       0.301526
        1.34375       0.610519       0.411502
        1.35635       0.681523       0.546661
        1.40709       0.590268       0.658792
        1.41929       0.661745       0.793796
        1.46891       0.570108       0.906127
        1.48099       0.640801         1.0415
         1.5302       0.547474        1.15212
        1.69337       0.813067       0.345782
        1.74555       0.720674       0.455797
        1.75811        0.79173       0.590932
        1.80884       0.700508       0.703096
        1.82103       0.771987       0.838102
        1.87066       0.680344       0.950427
        1.88277       0.751027        1.08581
        1.93199       0.657672         1.1964
        2.09544       0.923231       0.390198
        2.14755       0.830762       0.500182
        2.16009       0.901758       0.635351
        2.21078       0.810522       0.747518
        2.22291       0.882017        0.88252
        2.27254       0.790442       0.994897
        2.28456       0.861207        1.13024
        2.33382       0.767967        1.24091
        2.49727        1.03339       0.434833
        2.54941       0.940914       0.544792
        2.56199        1.01191       0.679949
        2.61267       0.920686       0.792125
        2.62482       0.992205       0.927108
        2.67442        0.90066        1.03952
        2.68654       0.971496        1.17481
        2.73576       0.878281        1.28551
        2.89915        1.14365       0.479597
        2.95123        1.05119         0.5896
        2.96386        1.12223       0.724735
        3.01451        1.03102       0.836943
         3.0267        1.10258       0.971904
        3.07625        1.01104        1.08434
        3.08841        1.08187        1.21963
        3.13758       0.988616        1.33032
        3.30101        1.25389       0.524612
        3.35302         1.1614        0.63462
        3.36569        1.23244        0.76975
        3.41625         1.1412       0.881972
        3.42848        1.21278        1.01692
          3.478        1.12126        1.12938
        3.49019        1.19216        1.26463
        3.53945        1.09898        1.37535
        3.70299        1.36411       0.569804
        3.75487        1.27156        0.67982
        3.76755         1.3426       0.814955
        3.81802        1.25133       0.927202
        3.83029        1.32296        1.06212
        3.87977        1.23147        1.17463
        3.89199        1.30248        1.30983
        3.94124        1.20939        1.42062
        4.10488        1.47428       0.615174
        4.15667        1.38172       0.725227
        4.16939         1.4528       0.860336
        4.21977        1.36155       0.972635
        4.23212        1.43324        1.10751
        4.28153        1.34177        1.22007
        4.29387        1.41286        1.35521
        4.34306         1.3198        1.46606
        4.50672        1.58447       0.660778
        4.55841        1.49188       0.770862
        4.57122        1.56299       0.905943
        4.62151        1.47173        1.01827
        4.63395        1.54348        1.15311
         4.6833        1.45205        1.26572
        4.69571        1.52322        1.40081
         4.7449        1.43021        1.51169
         4.9086        1.69469       0.706584
        4.96014        1.60203       0.816679
        4.97301        1.67315       0.951749
        5.02318        1.58187        1.06412
        5.03571        1.65368        1.19892
          5.085        1.56226        1.31157
         5.0975        1.63353         1.4466
         5.1467        1.54061        1.55755
        5.31056        1.80488       0.752581
        5.36194        1.71216       0.862699
        5.37488        1.78329       0.997755
        5.42492        1.69199        1.11016
        5.43754        1.76385        1.24492
        5.48674        1.67246        1.35763
        5.49933        1.74381        1.49261
        5.54847        1.65093        1.60361
        5.71251        1.91497       0.798757
        5.76376        1.82222        0.90891
         5.7768        1.89339        1.04394
        5.82673        1.80208        1.15638
        5.83944        1.87399         1.2911
        5.88856        1.78261        1.40386
        5.90123        1.85404        1.53879
        5.95033        1.76118        1.64983
        6.11448        2.02505       0.845135
        6.16561        1.93225       0.955302
        6.17875        2.00343        1.09031
        6.22857        1.91209        1.20279
        6.24139        1.98406        1.33747
        6.29043         1.8927        1.45027
        6.30321         1.9642        1.58515
        6.35228        1.87137        1.69623
         6.5165        2.13507       0.891652
        6.56742         2.0422        1.00186
        6.58072        2.11343        1.13684
        6.63038        2.02206        1.24935
        6.64334        2.09409        1.38399
        6.69226        2.00272        1.49683
        6.70519        2.07429        1.63166
        6.75417        1.98146        1.74278
        6.91856        2.24506        0.93827
        6.96926        2.15213        1.04853
        6.98271         2.2234        1.18347
        7.03215        2.13197        1.29604
         7.0453        2.20406        1.43062
        7.09403        2.11266        1.54352
        7.10719        2.18431        1.67828
        7.15603        2.09147        1.78944
        7.32061        2.35504       0.985002
        7.37107        2.26202        1.09529
        7.38471        2.33332         1.2302
        7.43396        2.24184        1.34281
