        -1.6642       -2.11267       -1.47704
       -1.52109       -2.15642       -1.60779
       -1.42959       -2.24725       -1.43782
       -1.44622       -2.14038       -1.36207
        -1.5469       -2.04515       -1.28259
       -1.72783       -2.18477       -1.16573
       -1.58281       -2.04887       -1.20366
       -1.74554       -2.21131       -1.24528
      -0.062462       -1.48123       -4.52668
      -0.291521       -1.37195        -4.6072
      -0.128627        -1.4428       -4.81247
      -0.179725       -1.47467       -4.64207
      -0.338244       -1.63238       -4.56578
      -0.458087       -1.74315       -4.54937
      -0.668428       -1.79528       -4.49276
      -0.810951       -1.72071       -4.42176
        2.08162      -0.376889       -3.40288
        2.04166      -0.254485        -3.5616
        1.99025      -0.343111       -3.60381
        1.88242      -0.224367       -3.67797
        2.07529      -0.282425       -3.54499
        2.12324      -0.304458       -3.71083
        2.15504      -0.283274       -3.60157
        2.16325      -0.192391       -3.68806
      -0.106245       0.532239       -3.65597
     0.00943949       0.539108       -3.75133
     -0.0015864       0.273508       -3.78792
     -0.0824316       0.127946       -3.95502
      -0.024775       0.256688       -4.08053
      -0.122447       0.452949       -4.09865
      -0.190628       0.346912       -4.13633
      -0.182758       0.195404       -4.15903
       -3.23745       0.896372       -1.64711
       -3.32401       0.806911       -1.57123
       -3.22633       0.685791       -1.62014
       -3.31056       0.788339       -1.69049
       -3.34893       0.784057       -1.58179
       -3.38683       0.817057       -1.41903
       -3.25468       0.889032        -1.2937
       -3.08039       0.890841       -1.30533
        1.49211       -0.48935      -0.104739
        1.61816      -0.571543      -0.146514
        1.53516      -0.449756      -0.165776
        1.46595       -0.25825      -0.180334
        1.24873      -0.242342      -0.228712
         1.2524      -0.262886      -0.429328
        1.32306      -0.269097      -0.250613
        1.29104      -0.426328      -0.229855
      -0.264854       0.649046       -2.52922
        -0.1293       0.786468       -2.39619
      -0.231604       0.738876       -2.51012
      -0.430912       0.759114       -2.59977
      -0.327651       0.815407       -2.66611
      -0.492839       0.747186       -2.50713
      -0.464775       0.705592       -2.61792
      -0.436339        0.67727       -2.80858
        5.60817      -0.645816       -1.60121
        5.65299      -0.508518       -1.67296
        5.53038      -0.291857        -1.6896
        5.55279      -0.132315       -1.79361
        5.66786        -0.1442       -1.75125
        5.54631       0.032752       -1.81871
        5.55829       0.101706        -1.9042
        5.41041        0.22991       -1.80256
       -3.01542        1.58521       -1.27212
        -2.8875        1.58216        -1.2946
       -2.77122        1.54624       -1.41569
       -2.82289        1.61478       -1.55581
       -2.80784        1.78954       -1.54447
       -2.81279        1.81055       -1.41674
       -2.89902        1.81117        -1.3751
       -2.95842        1.89918       -1.37759
       0.526666        4.35649      -0.436684
       0.431184        4.25607      -0.600401
       0.336744        4.32817      -0.585536
       0.296105        4.26064      -0.705097
      0.0909371        4.25028      -0.690534
       0.162873        4.19301      -0.738301
       0.245341        4.27909      -0.965712
       0.173915        4.22463      -0.906408
      0.0845019        2.78557       -3.87505
       0.166969         2.6858       -3.73689
      0.0292152         2.7081       -3.93891
       0.125547        2.65124       -3.83594
      -0.122702        2.62684       -3.72407
      -0.232059        2.64527       -3.79324
      -0.336369        2.53414       -3.74994
      -0.421099        2.33381       -3.80736
        3.60803        2.94014       -2.37745
        3.57762         2.8958       -2.27211
         3.3708        2.88641       -2.33112
        3.33936        3.06641       -2.33489
        3.26609        3.10967       -2.29961
        3.18786        3.10984       -2.27261
        3.08924        3.05151       -2.33214
        2.99358         3.1369       -2.07212
       -1.37444         2.3266       -1.07117
       -1.30132        2.12785       -1.15833
       -1.20472        1.99114       -1.13362
       -1.11352        2.01832      -0.965414
       -1.02346        1.83273        -0.9578
       -1.00574        2.04411      -0.899775
       -1.12459        2.17908       -1.06626
       -1.06293        2.11666      -0.910459
         1.1579        2.68509       0.269711
        1.02472        2.70302       0.375944
       0.874461          2.871       0.280136
       0.800943        2.75646       0.321836
       0.623501        2.86413       0.257667
       0.663856          2.943        0.18786
       0.786601        3.05017        0.27361
       0.793737        3.14545       0.105672
        2.35994        2.35714        1.28076
        2.37334        2.43048        1.37304
        2.34795         2.5478        1.45426
        2.23037         2.6735        1.30804
        2.27559        2.42974        1.30983
        2.18504        2.60209        1.29423
        2.32544        2.42597        1.19688
        2.41561        2.38767        1.45737
        2.53451        4.92318       -3.20646
        2.49785        4.82739       -3.12038
        2.41606        4.65316       -3.14892
        2.35469        4.55246       -2.88155
        2.23672        4.66596       -2.87468
        2.25494        4.83024       -3.02001
        2.38115        4.84559       -2.89739
        2.22546        4.75802       -2.86118
